feature,assignation_round,annotations_subset,feature_type,feature_output,feature_biotype,community_flag
Mtmr4-intron,long_intron,long,gene,gene_name,protein_coding,False
Mtmr6-intron,long_intron,long,gene,gene_name,protein_coding,False
Mtmr7-intron,long_intron,long,gene,gene_name,protein_coding,False
Mtmr9-intron,long_intron,long,gene,gene_name,protein_coding,False
Mtnr1a-intron,long_intron,long,gene,gene_name,protein_coding,False
Mtnr1b-intron,long_intron,long,gene,gene_name,protein_coding,False
Mto1-intron,long_intron,long,gene,gene_name,protein_coding,True
Mtor-intron,long_intron,long,gene,gene_name,protein_coding,False
Mtpap-intron,long_intron,long,gene,gene_name,protein_coding,True
Mtpn-intron,long_intron,long,gene,gene_name,protein_coding,False
Mtr-intron,long_intron,long,gene,gene_name,protein_coding,False
Mtres1-intron,long_intron,long,gene,gene_name,protein_coding,False
Mtrex-intron,long_intron,long,gene,gene_name,protein_coding,False
Mtrf1-intron,long_intron,long,gene,gene_name,protein_coding,False
Mtrf1l-intron,long_intron,long,gene,gene_name,protein_coding,False
Mtrr-intron,long_intron,long,gene,gene_name,protein_coding,False
Mtss1-intron,long_intron,long,gene,gene_name,protein_coding,False
Mtss2-intron,long_intron,long,gene,gene_name,protein_coding,False
Mttp-intron,long_intron,long,gene,gene_name,protein_coding,False
Mturn-intron,long_intron,long,gene,gene_name,protein_coding,False
Mtus1-intron,long_intron,long,gene,gene_name,protein_coding,False
Mtus2-intron,long_intron,long,gene,gene_name,protein_coding,False
Mtx1-intron,long_intron,long,gene,gene_name,protein_coding,False
Mtx2-intron,long_intron,long,gene,gene_name,protein_coding,False
Mtx3-intron,long_intron,long,gene,gene_name,protein_coding,False
Muc1-intron,long_intron,long,gene,gene_name,protein_coding,False
Muc13-intron,long_intron,long,gene,gene_name,protein_coding,False
Muc15-intron,long_intron,long,gene,gene_name,protein_coding,False
Muc16-intron,long_intron,long,gene,gene_name,protein_coding,False
Muc19-intron,long_intron,long,gene,gene_name,protein_coding,False
Muc2-intron,long_intron,long,gene,gene_name,protein_coding,False
Muc20-intron,long_intron,long,gene,gene_name,protein_coding,False
Muc3-intron,long_intron,long,gene,gene_name,protein_coding,False
Muc3a-intron,long_intron,long,gene,gene_name,protein_coding,False
Muc4-intron,long_intron,long,gene,gene_name,protein_coding,False
Muc5ac-intron,long_intron,long,gene,gene_name,protein_coding,False
Muc5b-intron,long_intron,long,gene,gene_name,protein_coding,False
Muc6-intron,long_intron,long,gene,gene_name,protein_coding,False
Mucl3-intron,long_intron,long,gene,gene_name,protein_coding,False
Mug-ps1-intron,long_intron,long,gene,gene_name,transcribed_unprocessed_pseudogene,False
Mug1-intron,long_intron,long,gene,gene_name,protein_coding,False
Mug2-intron,long_intron,long,gene,gene_name,protein_coding,False
Mug4-ps-intron,long_intron,long,gene,gene_name,unprocessed_pseudogene,False
Mul1-intron,long_intron,long,gene,gene_name,protein_coding,False
Mup-ps21-intron,long_intron,long,gene,gene_name,unprocessed_pseudogene,False
Mup1-intron,long_intron,long,gene,gene_name,protein_coding,False
Mup10-intron,long_intron,long,gene,gene_name,protein_coding,False
Mup11-intron,long_intron,long,gene,gene_name,protein_coding,False
Mup12-intron,long_intron,long,gene,gene_name,protein_coding,False
Mup13-intron,long_intron,long,gene,gene_name,protein_coding,False
Mup14-intron,long_intron,long,gene,gene_name,protein_coding,False
Mup15-intron,long_intron,long,gene,gene_name,protein_coding,False
Mup18-intron,long_intron,long,gene,gene_name,protein_coding,False
Mup19-intron,long_intron,long,gene,gene_name,protein_coding,False
Mup2-intron,long_intron,long,gene,gene_name,protein_coding,False
Mup22-intron,long_intron,long,gene,gene_name,protein_coding,False
Mup4-intron,long_intron,long,gene,gene_name,protein_coding,False
Mup5-intron,long_intron,long,gene,gene_name,protein_coding,False
Mup6-intron,long_intron,long,gene,gene_name,protein_coding,False
Mup7-intron,long_intron,long,gene,gene_name,protein_coding,False
Mup8-intron,long_intron,long,gene,gene_name,protein_coding,False
Mup9-intron,long_intron,long,gene,gene_name,protein_coding,False
Mus81-intron,long_intron,long,gene,gene_name,protein_coding,True
Musk-intron,long_intron,long,gene,gene_name,protein_coding,False
Mustn1-intron,long_intron,long,gene,gene_name,protein_coding,False
Mutyh-intron,long_intron,long,gene,gene_name,protein_coding,False
Mvb12a-intron,long_intron,long,gene,gene_name,protein_coding,False
Mvd-intron,long_intron,long,gene,gene_name,protein_coding,False
Mvk-intron,long_intron,long,gene,gene_name,protein_coding,True
Mvp-intron,long_intron,long,gene,gene_name,protein_coding,False
Mx1-intron,long_intron,long,gene,gene_name,polymorphic_pseudogene,False
Mx2-intron,long_intron,long,gene,gene_name,polymorphic_pseudogene,False
Mxd1-intron,long_intron,long,gene,gene_name,protein_coding,False
Mxd3-intron,long_intron,long,gene,gene_name,protein_coding,False
Mxd4-intron,long_intron,long,gene,gene_name,protein_coding,False
Mxi1-intron,long_intron,long,gene,gene_name,protein_coding,True
Mxra7-intron,long_intron,long,gene,gene_name,protein_coding,False
Mxra8-intron,long_intron,long,gene,gene_name,protein_coding,False
Mxra8os-intron,long_intron,long,gene,gene_name,antisense,False
Myadm-intron,long_intron,long,gene,gene_name,protein_coding,False
Myadml2-intron,long_intron,long,gene,gene_name,protein_coding,False
Myb-intron,long_intron,long,gene,gene_name,protein_coding,False
Mybbp1a-intron,long_intron,long,gene,gene_name,protein_coding,True
Mybl1-intron,long_intron,long,gene,gene_name,protein_coding,False
Mybl2-intron,long_intron,long,gene,gene_name,protein_coding,True
Mybpc1-intron,long_intron,long,gene,gene_name,protein_coding,False
Mybpc2-intron,long_intron,long,gene,gene_name,protein_coding,False
Mybpc3-intron,long_intron,long,gene,gene_name,protein_coding,False
Mybph-intron,long_intron,long,gene,gene_name,protein_coding,False
Mybphl-intron,long_intron,long,gene,gene_name,protein_coding,False
Myc-intron,long_intron,long,gene,gene_name,protein_coding,False
Mycbp-intron,long_intron,long,gene,gene_name,protein_coding,False
Mycbp2_Hmbox1-intron,long_intron,long,gene,gene_name,protein_coding,True
Mycbpap-intron,long_intron,long,gene,gene_name,protein_coding,False
Mycl-intron,long_intron,long,gene,gene_name,protein_coding,False
Mycn_Mycs-intron,long_intron,long,gene,gene_name,protein_coding,True
Myct1-intron,long_intron,long,gene,gene_name,protein_coding,False
Myd88-intron,long_intron,long,gene,gene_name,protein_coding,False
Mydgf-intron,long_intron,long,gene,gene_name,protein_coding,False
Myef2_Gm9833-intron,long_intron,long,gene,gene_name,protein_coding,True
Myf5-intron,long_intron,long,gene,gene_name,protein_coding,False
Myf6-intron,long_intron,long,gene,gene_name,protein_coding,False
Myg1-intron,long_intron,long,gene,gene_name,protein_coding,False
Myh10-intron,long_intron,long,gene,gene_name,protein_coding,False
Myh11-intron,long_intron,long,gene,gene_name,protein_coding,False
Myh13-intron,long_intron,long,gene,gene_name,protein_coding,False
Myh15-intron,long_intron,long,gene,gene_name,protein_coding,False
Myh6-intron,long_intron,long,gene,gene_name,protein_coding,True
Myh7-intron,long_intron,long,gene,gene_name,protein_coding,False
Myh7b-intron,long_intron,long,gene,gene_name,protein_coding,False
Myh9-intron,long_intron,long,gene,gene_name,protein_coding,False
Myl1-intron,long_intron,long,gene,gene_name,protein_coding,True
Myl10-intron,long_intron,long,gene,gene_name,protein_coding,False
Myl12a-intron,long_intron,long,gene,gene_name,protein_coding,False
Myl2-intron,long_intron,long,gene,gene_name,protein_coding,False
Myl3-intron,long_intron,long,gene,gene_name,protein_coding,False
Myl4-intron,long_intron,long,gene,gene_name,protein_coding,False
Myl6-intron,long_intron,long,gene,gene_name,protein_coding,True
Myl6b-intron,long_intron,long,gene,gene_name,protein_coding,False
Myl7-intron,long_intron,long,gene,gene_name,protein_coding,False
Myl9-intron,long_intron,long,gene,gene_name,protein_coding,False
Mylip-intron,long_intron,long,gene,gene_name,protein_coding,False
Mylk-intron,long_intron,long,gene,gene_name,protein_coding,False
Mylk2-intron,long_intron,long,gene,gene_name,protein_coding,False
Mylk3-intron,long_intron,long,gene,gene_name,protein_coding,False
Mylk4-intron,long_intron,long,gene,gene_name,protein_coding,False
Mylpf-intron,long_intron,long,gene,gene_name,protein_coding,False
Mymk-intron,long_intron,long,gene,gene_name,protein_coding,False
Mynn-intron,long_intron,long,gene,gene_name,protein_coding,False
Myo10-intron,long_intron,long,gene,gene_name,protein_coding,False
Myo15-intron,long_intron,long,gene,gene_name,protein_coding,False
Myo15b-intron,long_intron,long,gene,gene_name,protein_coding,False
Myo16-intron,long_intron,long,gene,gene_name,protein_coding,False
Myo18a-intron,long_intron,long,gene,gene_name,protein_coding,False
Myo18b-intron,long_intron,long,gene,gene_name,protein_coding,False
Myo19-intron,long_intron,long,gene,gene_name,protein_coding,False
Myo1a-intron,long_intron,long,gene,gene_name,protein_coding,False
Myo1b-intron,long_intron,long,gene,gene_name,protein_coding,False
Myo1c-intron,long_intron,long,gene,gene_name,protein_coding,True
Myo1d-intron,long_intron,long,gene,gene_name,protein_coding,False
Myo1e-intron,long_intron,long,gene,gene_name,protein_coding,False
Myo1f-intron,long_intron,long,gene,gene_name,protein_coding,False
Myo1g-intron,long_intron,long,gene,gene_name,protein_coding,False
Myo1h-intron,long_intron,long,gene,gene_name,protein_coding,False
Myo3a-intron,long_intron,long,gene,gene_name,protein_coding,False
Myo5a-intron,long_intron,long,gene,gene_name,protein_coding,False
Myo5b-intron,long_intron,long,gene,gene_name,protein_coding,False
Myo5c-intron,long_intron,long,gene,gene_name,protein_coding,True
Myo6-intron,long_intron,long,gene,gene_name,protein_coding,False
Myo7a-intron,long_intron,long,gene,gene_name,protein_coding,False
Myo7b-intron,long_intron,long,gene,gene_name,protein_coding,False
Myo9a-intron,long_intron,long,gene,gene_name,protein_coding,False
Myo9b-intron,long_intron,long,gene,gene_name,protein_coding,False
Myoc-intron,long_intron,long,gene,gene_name,protein_coding,False
Myocos-intron,long_intron,long,gene,gene_name,protein_coding,False
Myod1-intron,long_intron,long,gene,gene_name,protein_coding,False
Myof-intron,long_intron,long,gene,gene_name,protein_coding,False
Myom1-intron,long_intron,long,gene,gene_name,protein_coding,False
Myom2-intron,long_intron,long,gene,gene_name,protein_coding,False
Myom3-intron,long_intron,long,gene,gene_name,protein_coding,False
Myorg-intron,long_intron,long,gene,gene_name,protein_coding,False
Myoz1-intron,long_intron,long,gene,gene_name,protein_coding,False
Myoz2-intron,long_intron,long,gene,gene_name,protein_coding,False
Myoz3-intron,long_intron,long,gene,gene_name,protein_coding,False
Mypn-intron,long_intron,long,gene,gene_name,protein_coding,False
Mypop-intron,long_intron,long,gene,gene_name,protein_coding,False
Mypopos-intron,long_intron,long,gene,gene_name,antisense,False
Myrf_Zbtb7c_Slc12a3_Krt35-intron,long_intron,long,gene,gene_name,protein_coding,True
Myrfl-intron,long_intron,long,gene,gene_name,protein_coding,False
Myrip-intron,long_intron,long,gene,gene_name,protein_coding,False
Mysm1-intron,long_intron,long,gene,gene_name,protein_coding,False
Myt1-intron,long_intron,long,gene,gene_name,protein_coding,False
Myt1l-intron,long_intron,long,gene,gene_name,protein_coding,False
Myzap-intron,long_intron,long,gene,gene_name,protein_coding,False
Mzb1-intron,long_intron,long,gene,gene_name,protein_coding,False
Mzf1-intron,long_intron,long,gene,gene_name,protein_coding,False
Mzt1-intron,long_intron,long,gene,gene_name,protein_coding,False
Mzt2-intron,long_intron,long,gene,gene_name,protein_coding,False
N4bp1-intron,long_intron,long,gene,gene_name,protein_coding,False
N4bp2-intron,long_intron,long,gene,gene_name,protein_coding,False
N4bp2l1-intron,long_intron,long,gene,gene_name,protein_coding,False
N4bp2os-intron,long_intron,long,gene,gene_name,processed_transcript,False
N4bp3-intron,long_intron,long,gene,gene_name,protein_coding,False
N6amt1-intron,long_intron,long,gene,gene_name,protein_coding,False
Naa10_Arhgap4-intron,long_intron,long,gene,gene_name,protein_coding,True
Naa11-intron,long_intron,long,gene,gene_name,protein_coding,False
Naa15-intron,long_intron,long,gene,gene_name,protein_coding,False
Naa16-intron,long_intron,long,gene,gene_name,protein_coding,False
Naa20-intron,long_intron,long,gene,gene_name,protein_coding,True
Naa25-intron,long_intron,long,gene,gene_name,protein_coding,False
Naa30-intron,long_intron,long,gene,gene_name,protein_coding,False
Naa38-intron,long_intron,long,gene,gene_name,protein_coding,True
Naa40-intron,long_intron,long,gene,gene_name,protein_coding,False
Naa50-intron,long_intron,long,gene,gene_name,protein_coding,False
Naa60-intron,long_intron,long,gene,gene_name,protein_coding,False
Naa80-intron,long_intron,long,gene,gene_name,protein_coding,False
Naaa-intron,long_intron,long,gene,gene_name,protein_coding,False
Naalad2-intron,long_intron,long,gene,gene_name,protein_coding,False
Naaladl1-intron,long_intron,long,gene,gene_name,protein_coding,False
Naaladl2-intron,long_intron,long,gene,gene_name,protein_coding,False
Nab1-intron,long_intron,long,gene,gene_name,protein_coding,False
Nab2-intron,long_intron,long,gene,gene_name,protein_coding,False
Nabp1-intron,long_intron,long,gene,gene_name,protein_coding,False
Nabp2-intron,long_intron,long,gene,gene_name,protein_coding,False
Naca-intron,long_intron,long,gene,gene_name,protein_coding,True
Nacad-intron,long_intron,long,gene,gene_name,protein_coding,False
Nacc1-intron,long_intron,long,gene,gene_name,protein_coding,True
Nacc2-intron,long_intron,long,gene,gene_name,protein_coding,False
Nadk-intron,long_intron,long,gene,gene_name,protein_coding,False
Nadk2-intron,long_intron,long,gene,gene_name,protein_coding,False
Nadsyn1-intron,long_intron,long,gene,gene_name,protein_coding,False
Nae1-intron,long_intron,long,gene,gene_name,protein_coding,False
Naf1-intron,long_intron,long,gene,gene_name,protein_coding,True
Naga-intron,long_intron,long,gene,gene_name,protein_coding,False
Naglu-intron,long_intron,long,gene,gene_name,protein_coding,False
Nagpa-intron,long_intron,long,gene,gene_name,protein_coding,False
Nags-intron,long_intron,long,gene,gene_name,protein_coding,False
Naif1-intron,long_intron,long,gene,gene_name,protein_coding,False
Naip1-intron,long_intron,long,gene,gene_name,protein_coding,False
Naip2-intron,long_intron,long,gene,gene_name,protein_coding,False
Naip3-intron,long_intron,long,gene,gene_name,unprocessed_pseudogene,False
Naip3-ps1-intron,long_intron,long,gene,gene_name,unprocessed_pseudogene,False
Naip5-intron,long_intron,long,gene,gene_name,protein_coding,False
Naip6-intron,long_intron,long,gene,gene_name,protein_coding,False
Nalcn-intron,long_intron,long,gene,gene_name,protein_coding,False
Nampt-intron,long_intron,long,gene,gene_name,protein_coding,False
Nanog-intron,long_intron,long,gene,gene_name,protein_coding,False
Nanos1-intron,long_intron,long,gene,gene_name,protein_coding,False
Nanos2-intron,long_intron,long,gene,gene_name,protein_coding,False
Nanos3-intron,long_intron,long,gene,gene_name,protein_coding,False
Nanp-intron,long_intron,long,gene,gene_name,protein_coding,True
Nans-intron,long_intron,long,gene,gene_name,protein_coding,False
Nap1l1-intron,long_intron,long,gene,gene_name,protein_coding,False
Nap1l2-intron,long_intron,long,gene,gene_name,protein_coding,False
Nap1l3-intron,long_intron,long,gene,gene_name,protein_coding,False
Nap1l4-intron,long_intron,long,gene,gene_name,protein_coding,False
Nap1l5-intron,long_intron,long,gene,gene_name,protein_coding,False
Napa-intron,long_intron,long,gene,gene_name,protein_coding,False
Napb-intron,long_intron,long,gene,gene_name,protein_coding,False
Napepld-intron,long_intron,long,gene,gene_name,protein_coding,False
Napg-intron,long_intron,long,gene,gene_name,protein_coding,False
Naprt-intron,long_intron,long,gene,gene_name,protein_coding,False
Napsa-intron,long_intron,long,gene,gene_name,protein_coding,False
Narf-intron,long_intron,long,gene,gene_name,protein_coding,False
Nars-intron,long_intron,long,gene,gene_name,protein_coding,False
Nars2-intron,long_intron,long,gene,gene_name,protein_coding,False
Nasp-intron,long_intron,long,gene,gene_name,protein_coding,True
Nat1-intron,long_intron,long,gene,gene_name,protein_coding,False
Nat10-intron,long_intron,long,gene,gene_name,protein_coding,False
Nat14-intron,long_intron,long,gene,gene_name,protein_coding,False
Nat2-intron,long_intron,long,gene,gene_name,protein_coding,False
Nat3-intron,long_intron,long,gene,gene_name,protein_coding,False
Nat8-intron,long_intron,long,gene,gene_name,protein_coding,False
Nat8b-ps-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
Nat8f1-intron,long_intron,long,gene,gene_name,protein_coding,False
Nat8f3-intron,long_intron,long,gene,gene_name,protein_coding,False
Nat8f4_Nat8f2-intron,long_intron,long,gene,gene_name,protein_coding,True
Nat8f5-intron,long_intron,long,gene,gene_name,protein_coding,False
Nat8f6-intron,long_intron,long,gene,gene_name,protein_coding,False
Nat8f7-intron,long_intron,long,gene,gene_name,protein_coding,False
Nat8l-intron,long_intron,long,gene,gene_name,protein_coding,False
Natd1-intron,long_intron,long,gene,gene_name,protein_coding,False
Nav1-intron,long_intron,long,gene,gene_name,protein_coding,False
Nav2-intron,long_intron,long,gene,gene_name,protein_coding,True
Nav3-intron,long_intron,long,gene,gene_name,protein_coding,False
Naxd-intron,long_intron,long,gene,gene_name,protein_coding,False
Naxe-intron,long_intron,long,gene,gene_name,protein_coding,False
Nbas-intron,long_intron,long,gene,gene_name,protein_coding,False
Nbdy-intron,long_intron,long,gene,gene_name,protein_coding,False
Nbea_Zranb3-intron,long_intron,long,gene,gene_name,protein_coding,True
Nbeal1-intron,long_intron,long,gene,gene_name,protein_coding,False
Nbeal2-intron,long_intron,long,gene,gene_name,protein_coding,False
Nbl1-intron,long_intron,long,gene,gene_name,protein_coding,False
Nbn-intron,long_intron,long,gene,gene_name,protein_coding,False
Nbr1-intron,long_intron,long,gene,gene_name,protein_coding,False
Ncald-intron,long_intron,long,gene,gene_name,protein_coding,True
Ncam1-intron,long_intron,long,gene,gene_name,protein_coding,False
Ncam2-intron,long_intron,long,gene,gene_name,protein_coding,False
Ncan-intron,long_intron,long,gene,gene_name,protein_coding,False
Ncapd2-intron,long_intron,long,gene,gene_name,protein_coding,False
Ncapd3-intron,long_intron,long,gene,gene_name,protein_coding,False
Ncapg-intron,long_intron,long,gene,gene_name,protein_coding,False
Ncapg2-intron,long_intron,long,gene,gene_name,protein_coding,False
Ncaph-intron,long_intron,long,gene,gene_name,protein_coding,False
Ncaph2-intron,long_intron,long,gene,gene_name,protein_coding,True
Ncbp1-intron,long_intron,long,gene,gene_name,protein_coding,False
Ncbp2-intron,long_intron,long,gene,gene_name,protein_coding,True
Ncbp3-intron,long_intron,long,gene,gene_name,protein_coding,False
Nccrp1-intron,long_intron,long,gene,gene_name,protein_coding,False
Ncdn-intron,long_intron,long,gene,gene_name,protein_coding,False
Nceh1-intron,long_intron,long,gene,gene_name,protein_coding,False
Ncf1-intron,long_intron,long,gene,gene_name,protein_coding,False
Ncf2-intron,long_intron,long,gene,gene_name,protein_coding,True
Ncf4-intron,long_intron,long,gene,gene_name,protein_coding,False
Nck1-intron,long_intron,long,gene,gene_name,protein_coding,False
Nck2-intron,long_intron,long,gene,gene_name,protein_coding,False
Nckap1-intron,long_intron,long,gene,gene_name,protein_coding,False
Nckap1l-intron,long_intron,long,gene,gene_name,protein_coding,False
Nckap5-intron,long_intron,long,gene,gene_name,protein_coding,False
Nckap5l-intron,long_intron,long,gene,gene_name,protein_coding,False
Nckap5los-intron,long_intron,long,gene,gene_name,antisense,False
Nckipsd-intron,long_intron,long,gene,gene_name,protein_coding,False
Ncl-intron,long_intron,long,gene,gene_name,protein_coding,True
Ncln-intron,long_intron,long,gene,gene_name,protein_coding,False
Ncmap-intron,long_intron,long,gene,gene_name,protein_coding,False
Ncoa1-intron,long_intron,long,gene,gene_name,protein_coding,False
Ncoa2-intron,long_intron,long,gene,gene_name,protein_coding,False
Ncoa3-intron,long_intron,long,gene,gene_name,protein_coding,False
Ncoa4_Rin2-intron,long_intron,long,gene,gene_name,protein_coding,True
Ncoa5-intron,long_intron,long,gene,gene_name,protein_coding,False
Ncoa6-intron,long_intron,long,gene,gene_name,protein_coding,False
Ncoa7-intron,long_intron,long,gene,gene_name,protein_coding,False
Ncor1-intron,long_intron,long,gene,gene_name,protein_coding,True
Ncor2-intron,long_intron,long,gene,gene_name,protein_coding,False
Ncs1-intron,long_intron,long,gene,gene_name,protein_coding,False
Ncstn-intron,long_intron,long,gene,gene_name,protein_coding,False
Nctc1-intron,long_intron,long,gene,gene_name,processed_transcript,False
Ndc1-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndc80-intron,long_intron,long,gene,gene_name,protein_coding,True
Nde1-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndel1-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndfip1-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndfip2-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndn-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndnf-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndor1-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndp-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndrg1-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndrg2-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndrg3-intron,long_intron,long,gene,gene_name,protein_coding,True
Ndrg4-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndst1-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndst2-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndst3-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndst4-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufa1-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufa10-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufa11-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufa11b-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
Ndufa12-intron,long_intron,long,gene,gene_name,protein_coding,True
Ndufa13-intron,long_intron,long,gene,gene_name,protein_coding,True
Ndufa2-intron,long_intron,long,gene,gene_name,protein_coding,True
Ndufa3-intron,long_intron,long,gene,gene_name,protein_coding,True
Ndufa4-intron,long_intron,long,gene,gene_name,protein_coding,True
Ndufa4l2-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufa5-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufa6-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufa7-intron,long_intron,long,gene,gene_name,protein_coding,True
Ndufa8-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufa9-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufab1-intron,long_intron,long,gene,gene_name,protein_coding,True
Ndufaf1-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufaf2-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufaf3-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufaf5-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufaf6-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufaf7-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufaf8-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufb1-ps-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufb10-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufb11-intron,long_intron,long,gene,gene_name,protein_coding,True
Ndufb2_Adck2_Gm42420-intron,long_intron,long,gene,gene_name,protein_coding,True
Ndufb3-intron,long_intron,long,gene,gene_name,protein_coding,True
Ndufb4-intron,long_intron,long,gene,gene_name,protein_coding,True
Ndufb5-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufb6-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufb7-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufb8_Gm20538-intron,long_intron,long,gene,gene_name,protein_coding,True
Ndufb9_Gm49356-intron,long_intron,long,gene,gene_name,protein_coding,True
Ndufc1-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufc2_Zfp946_Olfr640-intron,long_intron,long,gene,gene_name,protein_coding,True
Ndufs1-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufs2-intron,long_intron,long,gene,gene_name,protein_coding,True
Ndufs3-intron,long_intron,long,gene,gene_name,protein_coding,True
Ndufs4-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufs5-intron,long_intron,long,gene,gene_name,protein_coding,True
Ndufs6-intron,long_intron,long,gene,gene_name,protein_coding,True
Ndufs7-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufs8-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufv1-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufv2-intron,long_intron,long,gene,gene_name,protein_coding,False
Ndufv3-intron,long_intron,long,gene,gene_name,protein_coding,False
Neat1-intron,long_intron,long,gene,gene_name,lincRNA,False
Neb-intron,long_intron,long,gene,gene_name,protein_coding,False
Nebl-intron,long_intron,long,gene,gene_name,protein_coding,True
Necab1-intron,long_intron,long,gene,gene_name,protein_coding,False
Necab2-intron,long_intron,long,gene,gene_name,protein_coding,False
Necab3-intron,long_intron,long,gene,gene_name,protein_coding,False
Necap1-intron,long_intron,long,gene,gene_name,protein_coding,False
Necap2-intron,long_intron,long,gene,gene_name,protein_coding,False
Nectin1-intron,long_intron,long,gene,gene_name,protein_coding,False
Nectin2-intron,long_intron,long,gene,gene_name,protein_coding,False
Nectin3-intron,long_intron,long,gene,gene_name,protein_coding,False
Nectin4-intron,long_intron,long,gene,gene_name,protein_coding,False
Nedd1-intron,long_intron,long,gene,gene_name,protein_coding,True
Nedd4-intron,long_intron,long,gene,gene_name,protein_coding,False
Nedd4l-intron,long_intron,long,gene,gene_name,protein_coding,False
Nedd8-intron,long_intron,long,gene,gene_name,protein_coding,False
Nedd9-intron,long_intron,long,gene,gene_name,protein_coding,False
Nefh-intron,long_intron,long,gene,gene_name,protein_coding,False
Nefl-intron,long_intron,long,gene,gene_name,protein_coding,False
Nefm-intron,long_intron,long,gene,gene_name,protein_coding,False
Negr1-intron,long_intron,long,gene,gene_name,protein_coding,False
Neil1-intron,long_intron,long,gene,gene_name,protein_coding,False
Neil2-intron,long_intron,long,gene,gene_name,protein_coding,False
Neil3-intron,long_intron,long,gene,gene_name,protein_coding,False
Nek1-intron,long_intron,long,gene,gene_name,protein_coding,False
Nek10-intron,long_intron,long,gene,gene_name,protein_coding,False
Nek11-intron,long_intron,long,gene,gene_name,protein_coding,False
Nek2-intron,long_intron,long,gene,gene_name,protein_coding,False
Nek3-intron,long_intron,long,gene,gene_name,protein_coding,False
Nek4-intron,long_intron,long,gene,gene_name,protein_coding,False
Nek5-intron,long_intron,long,gene,gene_name,protein_coding,False
Nek6-intron,long_intron,long,gene,gene_name,protein_coding,False
Nek7_Plekhg1-intron,long_intron,long,gene,gene_name,protein_coding,True
Nek8-intron,long_intron,long,gene,gene_name,protein_coding,False
Nek9-intron,long_intron,long,gene,gene_name,protein_coding,False
Nelfa-intron,long_intron,long,gene,gene_name,protein_coding,False
Nelfb-intron,long_intron,long,gene,gene_name,protein_coding,False
Nelfcd-intron,long_intron,long,gene,gene_name,protein_coding,False
Nelfe-intron,long_intron,long,gene,gene_name,protein_coding,False
Nell1-intron,long_intron,long,gene,gene_name,protein_coding,False
Nell1os-intron,long_intron,long,gene,gene_name,antisense,False
Nell2-intron,long_intron,long,gene,gene_name,protein_coding,False
Nemf-intron,long_intron,long,gene,gene_name,protein_coding,False
Nemp1-intron,long_intron,long,gene,gene_name,protein_coding,False
Nemp2-intron,long_intron,long,gene,gene_name,protein_coding,False
Nenf-intron,long_intron,long,gene,gene_name,protein_coding,False
Neo1-intron,long_intron,long,gene,gene_name,protein_coding,False
Nepn-intron,long_intron,long,gene,gene_name,protein_coding,False
Nepro-intron,long_intron,long,gene,gene_name,protein_coding,False
Nes-intron,long_intron,long,gene,gene_name,protein_coding,False
Net1-intron,long_intron,long,gene,gene_name,protein_coding,True
